;xcfd_grid;ycfd_grid;u_f;v_f;U_mag;flow_angle
0;-4.5775;0.12243;0.40833;0.00011119;0.4083300151387553;0.015601884668277
1;-4.5289;0.12177;0.40802;0.00040137;0.4080201974141438;0.05636194207490552
2;-4.5781;0.17088;0.40882;0.00019592;0.4088200469456536;0.027458021287722196
3;-4.5313;0.16862;0.40916;0.00052314;0.4091603344356093;0.07325666673521934
4;-4.4774;0.12154;0.40764;0.00054487;0.40764036414873944;0.07658407612426946
5;-4.4262;0.12148;0.40676;0.00061051;0.40676045815991024;0.08599572249976531
6;-4.4783;0.16855;0.40948;0.00070428;0.4094806056583369;0.09854506155542848
7;-4.4266;0.16843;0.40952;0.00076851;0.40952072109677196;0.10752180070453131
8;-4.3755;0.12145;0.4059;0.00062217;0.4059004768357742;0.08782381675609038
9;-4.3252;0.12144;0.40467;0.00062616;0.4046704844393097;0.0886556865290559
10;-4.3758;0.16835;0.40941;0.00076557;0.40941071578236066;0.10713924622321153
11;-4.3253;0.16831;0.40914;0.00073971;0.40914066868362536;0.10358853909416026
12;-4.2751;0.12143;0.40359;0.00061868;0.40359047419995236;0.08783102926941103
13;-4.225;0.12143;0.40228;0.00062408;0.4022804840852293;0.08888615241343487
14;-4.2751;0.16829;0.40883;0.00071412;0.4088306236907583;0.1000807681748347
15;-4.2251;0.16828;0.40846;0.00070621;0.4084606105030987;0.09906187174154002
16;-4.175;0.12143;0.40122;0.00062372;0.40122048480435096;0.08906957482268063
17;-4.125;0.12143;0.39996;0.00063611;0.3999605058451798;0.09112508144800968
18;-4.175;0.16828;0.40814;0.00070893;0.40814061569726784;0.0995213802131219
19;-4.125;0.16828;0.4078;0.00072152;0.4078006382916908;0.10137324104254486
20;-4.075;0.12143;0.39898;0.00063922;0.39898051205818114;0.0917955206875589
21;-4.025;0.12143;0.39778;0.00065162;0.3977805337225848;0.09385852091618802
22;-4.075;0.16828;0.40751;0.00073284;0.4075106589458312;0.10303696545978534
23;-4.025;0.16828;0.40721;0.00074389;0.4072106794674375;0.1046676407991462
24;-3.975;0.12143;0.39686;0.00065105;0.3968605340243629;0.09399381088714014
25;-3.925;0.12143;0.39571;0.00065784;0.3957105468059521;0.09525010960721175
26;-3.975;0.16828;0.40695;0.00074858;0.4069506885017107;0.10539483044983049
27;-3.925;0.16828;0.40667;0.00075006;0.4066706917027629;0.10567591327293507
28;-3.875;0.12143;0.39484;0.00065089;0.39484053649263534;0.09445146425284934
29;-3.825;0.12143;0.39372;0.00065263;0.39372054089914704;0.09497335755431717
30;-3.875;0.16828;0.40643;0.00074557;0.40643068384981085;0.10510534757290743
31;-3.825;0.16828;0.40617;0.00074051;0.40617067503090387;0.10445884895142686
32;-3.775;0.12143;0.3929;0.00064217;0.39290052479261073;0.09364621523718421
33;-3.725;0.12143;0.39182;0.00064299;0.39182052758391833;0.09402424633419619
34;-3.775;0.16828;0.40596;0.00073306;0.40596066185895846;0.10346142102329549
35;-3.725;0.16828;0.40572;0.00072815;0.40572065340874935;0.10282923459390446
36;-3.675;0.12142;0.39104;0.00063197;0.39104051067131257;0.09259713137893379
37;-3.625;0.12142;0.38999;0.00063349;0.38999051451231487;0.09306974907063233
38;-3.675;0.16828;0.40553;0.00072228;0.40553064321749893;0.102048065167338
39;-3.625;0.16828;0.40531;0.00071938;0.4053106384090904;0.10169350518060581
40;-3.575;0.12142;0.38924;0.0006223;0.38924049745278305;0.09160192480878329
41;-3.525;0.12142;0.38823;0.00062442;0.38823050215089544;0.09215310458675922
42;-3.575;0.16828;0.40513;0.0007158;0.4051306323516404;0.10123238540507139
43;-3.525;0.16828;0.40493;0.00071421;0.40493062985642875;0.10105740807448685
44;-3.475;0.12143;0.38751;0.00061275;0.38751048445501773;0.09059884812245197
45;-3.425;0.12143;0.38653;0.00061516;0.3865304895112746;0.0911857862717564
46;-3.475;0.16828;0.40476;0.00071099;0.40476062445200883;0.10064404678762007
47;-3.425;0.16828;0.40456;0.00070941;0.4045606219870492;0.1004700348123168
48;-3.375;0.12143;0.38582;0.00060279;0.38582047088741167;0.08951660056813662
49;-3.325;0.12143;0.38485;0.0006054;0.3848504761711488;0.09013079460941113
50;-3.375;0.16828;0.4044;0.00070596;0.40440061619577383;0.10002098767734359
51;-3.325;0.16828;0.4042;0.00070428;0.404200613569943;0.09983233735624605
52;-3.275;0.12143;0.38417;0.00059226;0.3841704565318729;0.08833061272507613
53;-3.225;0.12143;0.38321;0.00059457;0.38321046125267105;0.08889727378989187
54;-3.275;0.16828;0.40404;0.00070096;0.404040608039491;0.09940107245398279
55;-3.225;0.16828;0.40384;0.00069872;0.4038406044587869;0.09913249582436301
56;-3.175;0.12143;0.38254;0.00058027;0.3825404401017922;0.08691116348151318
57;-3.125;0.12143;0.3816;0.00058258;0.38160044470552756;0.08747208934971544
58;-3.175;0.16828;0.40368;0.00069508;0.4036805984143979;0.09865515028284855
59;-3.125;0.16828;0.40348;0.00069254;0.4034805943433359;0.09834336318407418
60;-3.075;0.12143;0.38095;0.00056753;0.38095042274592755;0.0853577889240637
61;-3.025;0.12143;0.38001;0.00057092;0.38001042886958564;0.08608005533590724
62;-3.075;0.16828;0.40331;0.00068853;0.4033105877280696;0.09781514155944944
63;-3.025;0.16828;0.40311;0.00068733;0.4031105859718012;0.09769311098490052
64;-2.975;0.12143;0.37938;0.00055559;0.37938040682176527;0.08390779530460915
65;-2.925;0.12143;0.37845;0.00056011;0.3784504144841331;0.0847982973480624
66;-2.975;0.16828;0.40294;0.0006836;0.40294057987370796;0.09720394425424089
67;-2.925;0.16828;0.40273;0.00068311;0.40273057934464335;0.09718491894687589
68;-2.875;0.12143;0.37783;0.00054396;0.37783039156807063;0.08248839607951267
69;-2.825;0.12143;0.37691;0.00054917;0.3769104000789696;0.08348173561064719
70;-2.875;0.16828;0.40256;0.00067915;0.4025605728890032;0.09666234036777226
71;-2.825;0.16828;0.40235;0.00067879;0.4023505725805098;0.09666152672552769
72;-2.775;0.12143;0.3763;0.00053206;0.3763003761462957;0.08101188448804433
73;-2.725;0.12143;0.37539;0.00053858;0.3753903863558794;0.0822034144675536
74;-2.775;0.16828;0.40217;0.00067424;0.4021705651829552;0.09605656858014966
75;-2.725;0.16828;0.40195;0.00067438;0.40195056572716054;0.09612909947208816
76;-2.675;0.12142;0.37477;0.00052107;0.37477036224059246;0.0796624398775324
77;-2.625;0.12142;0.37385;0.00052864;0.3738503737596763;0.08101864569781461
78;-2.675;0.16828;0.40176;0.00066967;0.4017605581162851;0.0955028602450711
79;-2.625;0.16827;0.40153;0.00067038;0.4015305596207397;0.09565887724832688
80;-2.575;0.12142;0.37323;0.00051032;0.37323034888189677;0.07834087286653052
81;-2.525;0.12142;0.37232;0.0005181;0.3723203604795338;0.07972959874606837
82;-2.575;0.16827;0.40133;0.00066581;0.40133055229194314;0.09505411496571992
83;-2.525;0.16827;0.40108;0.00066639;0.4010805535994385;0.0951962186496686
84;-2.475;0.12142;0.37171;0.00049835;0.3717103340677018;0.0768161594051273
85;-2.425;0.12143;0.37079;0.00050708;0.37079034673266026;0.07835574250428631
86;-2.475;0.16828;0.40087;0.00066101;0.4008705449820679;0.09447713445850615
87;-2.425;0.16828;0.40061;0.00066132;0.4006105458473883;0.09458278747180919
88;-2.375;0.12143;0.37018;0.00048616;0.3701803192385376;0.07524690732509985
89;-2.325;0.12143;0.36925;0.00049661;0.3692503339490597;0.07705792798477255
90;-2.375;0.16828;0.40038;0.00065466;0.4003805352158314;0.0936840541200277
91;-2.325;0.16828;0.4001;0.00065665;0.40010053885145236;0.094034590944305
92;-2.275;0.12143;0.36864;0.00047415;0.36864030492910366;0.07369460415321724
93;-2.225;0.12143;0.36771;0.00048633;0.3677103216077418;0.07577884801398296
94;-2.275;0.16828;0.39986;0.00064899;0.39986052666901256;0.09299343594013573
95;-2.225;0.16828;0.39956;0.00065289;0.3995605334180944;0.09362250523827605
96;-2.175;0.12143;0.36711;0.0004626;0.3671102914639686;0.07219910537384908
97;-2.125;0.12143;0.36617;0.00047705;0.366170310752664;0.07464548202345386
98;-2.175;0.16828;0.39931;0.00064366;0.3993105187672817;0.09235673912571424
99;-2.125;0.16828;0.39899;0.00064948;0.39899052861474094;0.0932665731223871
100;-2.075;0.12143;0.36559;0.00045189;0.3655902792807436;0.07082080094708045
101;-2.025;0.12143;0.36465;0.0004688;0.3646503013483466;0.07366035002728719
102;-2.075;0.16828;0.39874;0.00063864;0.3987405114370116;0.09176743075536907
103;-2.025;0.16828;0.39841;0.00064613;0.39841052393727866;0.09292058321934096
104;-1.975;0.12143;0.36408;0.00044175;0.3640802679946587;0.06951878207938612
105;-1.925;0.12143;0.36315;0.00046046;0.36315029192252013;0.07264876909280764
106;-1.975;0.16828;0.39815;0.00063359;0.3981505041266281;0.09117669797470195
107;-1.925;0.16828;0.39781;0.00064215;0.397810518283042;0.09248750121379104
108;-1.875;0.12143;0.36258;0.00043101;0.3625802561773326;0.06810922360832847
109;-1.825;0.12143;0.36166;0.00045125;0.3616602815164564;0.07148898713818097
110;-1.875;0.16828;0.39755;0.00062688;0.3975504942501448;0.09034724812409835
111;-1.825;0.16828;0.39719;0.00063676;0.3971905104144579;0.09185435007651947
112;-1.775;0.12143;0.36109;0.00041933;0.36109024348166613;0.06653695317751504
113;-1.725;0.12143;0.36017;0.00044181;0.36017027097759763;0.0702830209343526
114;-1.775;0.16828;0.39693;0.00061854;0.39693048193825026;0.08928451559118136
115;-1.725;0.16828;0.39657;0.00063021;0.3965705007494179;0.0910516247091531
116;-1.675;0.12143;0.35961;0.00040723;0.35961023057787567;0.06488292961096932
117;-1.625;0.12142;0.35871;0.00043231;0.3587102605055173;0.06905167530615998
118;-1.675;0.16828;0.3963;0.00060943;0.3963004685903423;0.08810936004002537
119;-1.625;0.16828;0.39593;0.00062356;0.3959304910297685;0.09023647294719409
120;-1.575;0.12142;0.35814;0.00039493;0.3581402177495637;0.06318147381268838
121;-1.525;0.12142;0.35724;0.0004235;0.3572402510247831;0.06792282851000757
122;-1.575;0.16828;0.39565;0.00059996;0.3956504548866355;0.0868827234394289
123;-1.525;0.16828;0.39528;0.00061829;0.3952804835588574;0.08962097405333175
124;-1.475;0.12142;0.35674;0.00038337;0.35674020599388134;0.061572782800320094
125;-1.425;0.12143;0.35584;0.00041601;0.3558402431770753;0.06698405568770549
126;-1.475;0.16828;0.395;0.00059016;0.3950004408716852;0.085604182473759
127;-1.425;0.16828;0.39464;0.00061651;0.39464048155831666;0.08950788640811917
128;-1.375;0.12143;0.35536;0.00037289;0.35536019564232585;0.060122172954202996
129;-1.325;0.12143;0.35448;0.00040925;0.3544802362411232;0.0661484070970055
130;-1.375;0.16828;0.39436;0.00058067;0.3943604274995767;0.08436432763478248
131;-1.325;0.16828;0.39401;0.00061607;0.3940104816400763;0.08958702093557541
132;-1.275;0.12143;0.35403;0.00036228;0.35403018536107683;0.058630928895116736
133;-1.225;0.12143;0.35317;0.00040213;0.3531702289385911;0.0652386721932673
134;-1.275;0.16828;0.39374;0.00057125;0.3937404143932427;0.08312640595867445
135;-1.225;0.16828;0.39341;0.00061715;0.3934104840673701;0.08988094181866041
136;-1.175;0.12143;0.35274;0.00035239;0.35274017602012975;0.057238909751700914
137;-1.125;0.12143;0.35192;0.000397;0.3519202239272418;0.06463518645612981
138;-1.175;0.16828;0.39314;0.00056567;0.39314040695729674;0.08244004993330487
139;-1.125;0.16828;0.39284;0.0006272;0.39284050068678;0.09147714686982263
140;-1.075;0.12143;0.35151;0.00034787;0.35151017213380453;0.05670244463109928
141;-1.025;0.12143;0.35071;0.00040186;0.35071023023496134;0.06565216811091183
142;-1.075;0.16828;0.39256;0.00057583;0.3925604223303578;0.08404474488975168
143;-1.025;0.16828;0.39229;0.00066554;0.392290564560877;0.09720511996652147
144;-0.975;0.12143;0.35029;0.00035971;0.35029018469161266;0.058836557150471196
145;-0.925;0.12143;0.34949;0.00043573;0.3494902716251668;0.0714340240685472
146;-0.975;0.16828;0.39198;0.00062733;0.391980501993312;0.09169684849858017
147;-0.925;0.16828;0.39172;0.00078688;0.3917207903343074;0.11509456331343046
148;-0.875;0.12143;0.34902;0.00041295;0.34902024429494416;0.06779061689680903
149;-0.825;0.12143;0.34809;0.00054216;0.3480904222144953;0.08923972162930384
150;-0.875;0.16828;0.39133;0.00077723;0.3913307718369115;0.11379638708027032
151;-0.825;0.16828;0.39103;0.0011043;0.39103155931265954;0.16180743449538862
152;-0.775;0.12143;0.34743;0.00056373;0.3474304573458017;0.09296641464384629
153;-0.725;0.12143;0.34612;0.00081389;0.3461209569167;0.13472892649467622
154;-0.775;0.16828;0.3904;0.0011677;0.3904017463117833;0.17137316143308198
155;-0.725;0.16828;0.38993;0.0018637;0.389934453822293;0.27384743714759263
156;-0.675;0.12143;0.34491;0.00094315;0.34491128951068345;0.15667385625053706
157;-0.625;0.12143;0.34267;0.0014654;0.3426731333168096;0.2450191831309327
158;-0.675;0.16828;0.38869;0.0021406;0.3886958943291786;0.3155370750642889
159;-0.625;0.16829;0.38779;0.0036733;0.3878073970837715;0.5427120154995041
160;-0.575;0.12143;0.33998;0.0019274;0.33998546332271323;0.3248152902728981
161;-0.525;0.12144;0.33575;0.0030515;0.3357638666566877;0.5207245193905329
162;-0.575;0.1683;0.38515;0.0044452;0.3851756512333561;0.6612485816492445
163;-0.52499;0.16834;0.38331;0.0077908;0.38338916607624685;1.1643800227537735
164;-0.47498;0.12148;0.33007;0.0042537;0.33009740814445965;0.7383450972200271
165;-0.42495;0.12159;0.32091;0.0069393;0.32098501831781806;1.2387605562381823
166;-0.47498;0.16844;0.37784;0.0096267;0.3779626158139056;1.4594801460004792
167;-0.42496;0.1687;0.37414;0.016355;0.3744972972198865;2.503010318284689
168;-0.37508;0.12196;0.30697;0.0093802;0.30711328374402824;1.7502644687045577
169;-0.32538;0.12298;0.29712;0.016127;0.297557346622462;3.1068364218470736
170;-0.37498;0.16937;0.36355;0.020716;0.36413974674017663;3.2613318601379926
171;-0.32509;0.17093;0.35853;0.033002;0.36004568169053214;5.259146887301253
172;0.57538;0.12298;-0.62776;0.010075;0.6278408422721478;179.08053169331865
173;0.57509;0.17093;-0.41257;0.070099;0.4184828248578429;170.35707029617603
174;0.62508;0.12196;-0.62981;-0.0033001;0.6298186459291356;-179.69978236050298
175;0.67495;0.12159;-0.59796;-0.019854;0.5982895142955458;-178.09831316678088
176;0.62497;0.16937;-0.40308;0.029161;0.40413345607732104;175.86212059746057
177;0.67496;0.1687;-0.3601;0.0019946;0.3601055240192241;179.6826409522751
178;0.72498;0.12148;-0.55563;-0.029866;0.5564320936610324;-176.92322123201708
179;0.775;0.12145;-0.48601;-0.044046;0.4880018137425311;-174.82155817133145
180;0.72498;0.16844;-0.30098;-0.034357;0.3029345867493509;-173.48784897607155
181;0.77499;0.16834;-0.21629;-0.065303;0.22593327755999115;-163.19970892598593
182;0.825;0.12143;-0.41145;-0.05107;0.4146073412278176;-172.92452032732854
183;0.875;0.12143;-0.32052;-0.05731;0.3256032962056742;-169.8624599930349
184;0.825;0.1683;-0.1235;-0.090048;0.15284270445134107;-143.90295285762403
185;0.875;0.16829;-0.023446;-0.10552;0.10809341014141427;-102.52731289466043
186;0.925;0.12143;-0.23384;-0.058183;0.24096972234909514;-166.02765280770817
187;0.975;0.12143;-0.13858;-0.059997;0.15101012022046736;-156.59022258294127
188;0.925;0.16828;0.077673;-0.11243;0.13665138063334742;-55.361090875794176
189;0.975;0.16828;0.17794;-0.11422;0.21144467834400563;-32.696477050862946
190;1.025;0.12142;-0.051647;-0.058234;0.07783708219736914;-131.5694142945719
191;1.075;0.12142;0.035666;-0.056978;0.06722020559325893;-57.95504352195974
192;1.025;0.16827;0.27109;-0.11148;0.29311700479501357;-22.35387350913965
193;1.075;0.16827;0.35627;-0.10578;0.3716419261870221;-16.5366621886243
194;1.125;0.12142;0.11251;-0.053113;0.12441660206339024;-25.270758758395683
195;1.175;0.12142;0.18209;-0.048896;0.1885406770858745;-15.030859894532535
196;1.125;0.16827;0.4308;-0.097171;0.44162296502899395;-12.710888010784995
197;1.175;0.16827;0.49509;-0.087432;0.5027508952990536;-10.01507012297595
198;1.225;0.12142;0.24203;-0.044757;0.24613352057166046;-10.476972063203476
199;1.275;0.12142;0.29373;-0.041052;0.29658486071274776;-7.956179780659617
200;1.225;0.16827;0.55007;-0.077601;0.5555168045171991;-8.029997612517308
201;1.275;0.16827;0.59636;-0.068533;0.6002849504102198;-6.555606982824707
202;1.325;0.12142;0.33807;-0.037251;0.34011610062006764;-6.287898039922623
203;1.375;0.12142;0.37595;-0.033504;0.37743995617316406;-5.09264507977668
204;1.325;0.16827;0.63458;-0.060571;0.6374642126747195;-5.4523942356143635
205;1.375;0.16827;0.66577;-0.053799;0.6679401360159456;-4.619872526454762
206;1.425;0.12142;0.40849;-0.030227;0.409606825662122;-4.231998036421607
207;1.475;0.12142;0.43661;-0.027255;0.43745985772982643;-3.572004316800681
208;1.425;0.16827;0.69132;-0.048196;0.6929979774977703;-3.9879745924695844
209;1.475;0.16827;0.7122;-0.043544;0.7135299012206848;-3.49871616304981
210;1.525;0.12142;0.46122;-0.024804;0.46188648693807877;-3.078350448688761
211;1.575;0.12142;0.48302;-0.022687;0.48355250011658507;-2.6891531102276276
212;1.525;0.16827;0.72951;-0.039639;0.730586127996556;-3.1101920520408597
213;1.575;0.16827;0.74403;-0.036312;0.7449155671913428;-2.794073963294839
214;1.625;0.12142;0.5025;-0.020871;0.5029332447164334;-2.3783747033451843
215;1.675;0.12142;0.52012;-0.019339;0.5204794052803626;-2.1293795372531337
216;1.625;0.16827;0.7564;-0.033418;0.7571378492216592;-2.529701271095834
217;1.675;0.16827;0.76705;-0.030847;0.7676700071703987;-2.3029151341813985
218;1.725;0.12142;0.53625;-0.018051;0.5365537262017663;-1.9279361247180071
219;1.775;0.12142;0.55114;-0.016917;0.5513995688146663;-1.758116761514981
220;1.725;0.16827;0.77637;-0.028508;0.7768932249440716;-2.102933602043162
221;1.775;0.16827;0.78458;-0.026366;0.7850228928865707;-1.9247141636580598
222;1.825;0.12142;0.56504;-0.015896;0.5652635530582172;-1.6114497226694928
223;1.875;0.12142;0.57806;-0.014969;0.5782537804121993;-1.4833562180728228
224;1.825;0.16827;0.79191;-0.024454;0.7922874770031394;-1.7687185398592613
225;1.875;0.16827;0.79851;-0.022744;0.798833843571991;-1.631517421680529
226;1.925;0.12142;0.59032;-0.014122;0.5904888934467777;-1.3704036764603016
227;1.975;0.12142;0.60183;-0.013339;0.6019778050900215;-1.269699569495684
228;1.925;0.16827;0.8045;-0.021158;0.8047781750047648;-1.506506804804607
229;1.975;0.16827;0.80991;-0.019631;0.8101478780204266;-1.388491629131463
230;2.025;0.12142;0.61263;-0.012633;0.6127602382571833;-1.1813248032142196
231;2.075;0.12142;0.62276;-0.01202;0.6228759892627103;-1.1057385955130508
232;2.025;0.16827;0.81483;-0.018193;0.8150330754938723;-1.2790507903969497
233;2.075;0.16827;0.81934;-0.016862;0.8195134914350098;-1.1789795118188668
234;2.125;0.12142;0.63228;-0.011514;0.6323848279299559;-1.0432572553048964
235;2.175;0.12142;0.64119;-0.011095;0.6412859854425326;-0.9913336737626995
236;2.125;0.16827;0.82348;-0.015587;0.8236275037715776;-1.084376891710927
237;2.175;0.16827;0.82728;-0.014334;0.8274041708596833;-0.9926452134850539
238;2.225;0.12142;0.64957;-0.010759;0.649659095973419;-0.9489184057651727
239;2.275;0.12142;0.65748;-0.010499;0.6575638215420614;-0.9148525680219581
240;2.225;0.16827;0.83083;-0.013166;0.8309343129610185;-0.9078789856367967
241;2.275;0.16827;0.83418;-0.012164;0.8342686829169605;-0.8354269703242228
242;2.325;0.12142;0.66502;-0.010332;0.6651002560697146;-0.890097095311977
243;2.375;0.12142;0.6723;-0.010261;0.6723782998587923;-0.8744107535354786
244;2.325;0.16827;0.8374;-0.011366;0.8374771316018128;-0.7776257985663778
245;2.375;0.16827;0.84052;-0.010782;0.840589151681129;-0.7349369597218852
246;2.425;0.12142;0.67944;-0.010283;0.6795178096922847;-0.8670780684871512
247;2.475;0.12142;0.68644;-0.010361;0.6865181890678499;-0.8647463666131859
248;2.425;0.16827;0.84359;-0.010407;0.8436541908560639;-0.7067970588364583
249;2.475;0.16827;0.84662;-0.010214;0.846681610876249;-0.6912082178381961
250;2.525;0.12142;0.69329;-0.01047;0.6933690539676544;-0.8652096710424807
251;2.575;0.12142;0.70006;-0.010587;0.7001400489680618;-0.8664174223173873
252;2.525;0.16827;0.84964;-0.01016;0.8497007444977319;-0.6851106062009663
253;2.575;0.16827;0.85267;-0.010201;0.8527310181417116;-0.6854308987060084
254;2.625;0.12142;0.70662;-0.010699;0.7067009926418669;-0.8674545114786109
255;2.675;0.12142;0.71298;-0.010794;0.7130617019837764;-0.8673502782954263
256;2.625;0.16827;0.85564;-0.01029;0.8557018719741122;-0.6890107416143911
257;2.675;0.16827;0.85853;-0.010391;0.8585928801131535;-0.6934310697455525
258;2.725;0.12142;0.71914;-0.010875;0.7192222224215544;-0.8663738801162735
259;2.775;0.12142;0.72509;-0.01093;0.7251723746806686;-0.8636106467106275
260;2.725;0.16827;0.8613;-0.010465;0.8613635737741642;-0.6961231037133808
261;2.775;0.16827;0.86395;-0.010482;0.8640135848607937;-0.6951153365979554
262;2.825;0.12142;0.7308;-0.010973;0.7308823754401251;-0.8602344653978375
263;2.875;0.12142;0.7363;-0.011005;0.7363822377169346;-0.8562992081873014
264;2.825;0.16827;0.86646;-0.010438;0.8665228695447108;-0.6901927596863172
265;2.875;0.16827;0.8688;-0.010338;0.8688615046392607;-0.6817401188061928
266;2.925;0.12142;0.74155;-0.011057;0.7416324290030742;-0.8542545892800628
267;2.975;0.12142;0.74663;-0.011134;0.7467130123789193;-0.8543507870650274
268;2.925;0.16827;0.87096;-0.010199;0.8710197134399428;-0.670906754862242
269;2.975;0.16827;0.87296;-0.010022;0.8730175267908429;-0.6577541659159263
270;3.025;0.12142;0.75147;-0.011247;0.7515541603297795;-0.8574627367676084
271;3.075;0.12142;0.75613;-0.011366;0.7562154209324218;-0.8611942224944171
272;3.025;0.16827;0.87481;-0.0098183;0.8748650953803621;-0.6430236664196277
273;3.075;0.16827;0.87653;-0.0095949;0.8765825135182712;-0.6271608714035258
274;3.125;0.12142;0.76054;-0.01148;0.7606266377139312;-0.864787651120364
275;3.175;0.12142;0.76474;-0.01156;0.764827366926681;-0.8660312912908315
276;3.125;0.16827;0.87813;-0.009375;0.8781800427731207;-0.6116719921485706
277;3.175;0.16827;0.8796;-0.0091864;0.8796479693291857;-0.5983660908069286
278;3.225;0.12142;0.76862;-0.0116;0.7687075285178362;-0.8646412904896817
279;3.275;0.12142;0.77226;-0.011615;0.7723473414371281;-0.8616791051019059
280;3.225;0.16827;0.88091;-0.00904;0.8809563835400706;-0.5879552574792086
281;3.275;0.16827;0.88209;-0.0089313;0.8821352142498847;-0.5801089565322364
282;3.325;0.12142;0.77554;-0.011615;0.7756269720845195;-0.8580353420183139
283;3.375;0.12142;0.7786;-0.011613;0.7786866004812205;-0.8545165082298601
284;3.325;0.16827;0.8831;-0.0088593;0.8831444373354168;-0.5747746255617634
285;3.375;0.16827;0.88398;-0.0088281;0.8840240809783464;-0.5721804297593097
286;3.425;0.12142;0.78133;-0.011586;0.7814158971354498;-0.8495517287747265
287;3.475;0.12142;0.78383;-0.011522;0.7839146799135732;-0.842165302081997
288;3.425;0.16827;0.88468;-0.0088193;0.8847239583353047;-0.5711578539002574
289;3.475;0.16827;0.88525;-0.0087787;0.885293526506147;-0.5681626352806829
290;3.525;0.12142;0.78584;-0.011418;0.7859229455385559;-0.832430494390548
291;3.575;0.12142;0.78738;-0.011324;0.7874614259606625;-0.8239638793551993
292;3.525;0.16827;0.88563;-0.0086386;0.8856721302547349;-0.5588559832322522
293;3.575;0.16827;0.88586;-0.0084327;0.8859001354719899;-0.5453949007753277
294;3.625;0.12142;0.7884;-0.011289;0.7884808187400629;-0.8203549658012584
295;3.675;0.12142;0.78905;-0.011301;0.7891309239289764;-0.8205504547462389
296;3.625;0.16827;0.88588;-0.0082324;0.8859182506358925;-0.5324289950308784
297;3.675;0.16827;0.88567;-0.0080643;0.8857067132152099;-0.5216814234911545
298;3.725;0.12142;0.78944;-0.011347;0.7895215437269587;-0.82348303063623
299;3.775;0.12142;0.7897;-0.011439;0.7897828440280277;-0.8298855109173021
300;3.725;0.16827;0.88527;-0.0079254;0.8853054754519256;-0.5129280785134395
301;3.775;0.16827;0.88475;-0.0078245;0.8847845982499074;-0.5066958345550786
302;3.825;0.12142;0.78987;-0.0116;0.7899551739814101;-0.8413830966589174
303;3.875;0.12142;0.79;-0.011838;0.7900886901126988;-0.8585021235853325
304;3.825;0.16827;0.88415;-0.0077849;0.8841842721786053;-0.5044736613380141
305;3.875;0.16827;0.88351;-0.0078547;0.8835449147678289;-0.5093652625442125
306;3.925;0.12142;0.79014;-0.012166;0.7902336560511707;-0.882128959379074
307;3.975;0.12142;0.79046;-0.012565;0.7905598591030284;-0.9106859840854031
308;3.925;0.16827;0.88285;-0.0081006;0.8828871627905573;-0.5257033098947897
309;3.975;0.16827;0.88219;-0.008533;0.8822312668393703;-0.5541772639826035
310;4.025;0.12142;0.79103;-0.012963;0.7911362084173622;-0.9388502512665164
311;4.075;0.12142;0.79179;-0.013312;0.7919018963508043;-0.9631967631333072
312;4.025;0.16827;0.88157;-0.0090842;0.8816168031461514;-0.5903874893172131
313;4.075;0.16827;0.88099;-0.0097014;0.8810434139484614;-0.6309115984220981
314;4.125;0.12142;0.79261;-0.013596;0.7927266006108286;-0.9827241995514278
315;4.175;0.12142;0.79338;-0.013813;0.7935002352671359;-0.9974371063131874
316;4.125;0.16827;0.88045;-0.010352;0.8805108553584106;-0.6736311888285558
317;4.175;0.16827;0.8799;-0.011008;0.8799688551670451;-0.7167621765119873
318;4.225;0.12142;0.79405;-0.013971;0.7941728976369063;-1.0079928837911196
319;4.275;0.12142;0.79462;-0.014091;0.794744928062457;-1.0159198337543818
320;4.225;0.16827;0.87929;-0.011639;0.879367028277158;-0.7583694047932731
321;4.275;0.16827;0.87861;-0.01223;0.8786951149289496;-0.7974893655023164
322;4.325;0.12142;0.79513;-0.014183;0.7952564833995382;-1.021895630570273
323;4.375;0.12142;0.79563;-0.014258;0.795757744206112;-1.0266528312550827
324;4.325;0.16827;0.87785;-0.012768;0.8779428479827147;-0.8332869324649994
325;4.375;0.16827;0.87702;-0.013242;0.8771199638384707;-0.865035078310663
326;4.425;0.12142;0.79615;-0.01432;0.7962787733576727;-1.0304428822596239
327;4.475;0.12142;0.79669;-0.014373;0.7968196403383893;-1.0335549743081798
328;4.425;0.16827;0.87614;-0.013648;0.8762462938603507;-0.8924481907853746
329;4.475;0.16827;0.87523;-0.013982;0.8753416757038361;-0.9152353664056543
330;4.525;0.12142;0.79725;-0.014427;0.7973805244856436;-1.036708687298464
331;4.575;0.12142;0.79781;-0.014477;0.797941338463549;-1.0395707959993665
332;4.525;0.16827;0.87432;-0.014241;0.8744359716302846;-0.9331561098238448
333;4.575;0.16827;0.87342;-0.014421;0.8735390441422752;-0.9459221974553119
334;4.625;0.12142;0.79839;-0.014518;0.798521987439294;-1.0417571131571144
335;4.675;0.12142;0.7989;-0.014531;0.7990321395044132;-1.0420242553071086
336;4.625;0.16827;0.87255;-0.014521;0.8726708210665692;-0.9534298531767665
337;4.675;0.16827;0.87168;-0.014551;0.8718014418438409;-0.9563526300590696
338;4.725;0.12142;0.79931;-0.01451;0.7994416903064288;-1.0399850586991448
339;4.775;0.12142;0.7996;-0.014453;0.7997306103989017;-1.0355249311037737
340;4.725;0.16827;0.87079;-0.014535;0.8709112987698575;-0.9562774324435795
